,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
0,8467332,Bryan Allen,FLA,D,https://assets.nhle.com/mugs/nhl/20082009/FLA/8467332.png,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,6,bryanallen,2,54.366666666667,0,1,0,1,1,33.33,5,0.00,0.07,7,6,1,0,1,0,0,0,0,0,0,0,0,0,5,4,7,0,0,-
1,8470151,Jay Bouwmeester,FLA,D,https://assets.nhle.com/mugs/nhl/20082009/FLA/8470151.png,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,19,jaybouwmeester,82,2213.0166666667,15,27,14,13,42,39.62,182,8.24,11.42,361,255,85,21,5,10,68,34,34,0,0,10,51,27,115,104,128,0,0,-
2,8459424,Chris Pronger,ANA,D,https://assets.nhle.com/mugs/nhl/20082009/ANA/8459424.png,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,N/A,chrispronger,82,2209.1833333333,11,37,15,22,48,39.02,196,5.61,11.92,428,300,77,5,1,12,88,40,39,0,1,10,44,36,78,61,122,2,5,28.57
3,8458517,Scott Niedermayer,ANA,D,https://assets.nhle.com/mugs/nhl/20082009/ANA/8458517.png,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,27,scottniedermayer,82,2207.4833333333,14,45,22,23,59,51.75,178,7.87,13.8,327,243,132,34,3,11,70,31,30,0,1,15,73,75,68,46,77,0,1,0.00
4,8470602,Dion Phaneuf,CGY,D,https://assets.nhle.com/mugs/nhl/20082009/CGY/8470602.png,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,3,dionphaneuf,80,2122.3,11,36,17,19,47,33.81,277,3.97,16.84,609,407,115,27,8,27,98,36,29,6,1,46,64,23,159,87,86,0,0,-
5,8465009,Zdeno Chara,BOS,D,https://assets.nhle.com/mugs/nhl/20082009/BOS/8465009.png,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,33,zdenochara,80,2084.9666666667,19,31,13,18,50,40.32,216,8.80,11.99,431,308,77,21,8,14,89,36,32,3,1,28,54,28,169,106,123,1,3,25.00
6,8471242,Mike Green,WSH,D,https://assets.nhle.com/mugs/nhl/20082009/WSH/8471242.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,27,michaelgreen,68,1752.4833333333,31,42,18,24,73,50.34,243,12.76,17.2,480,338,149,27,4,20,68,34,34,0,0,25,95,49,86,107,110,0,0,-
7,8470281,Duncan Keith,CHI,D,https://assets.nhle.com/mugs/nhl/20082009/CHI/8470281.png,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,2,duncankeith,77,1967.9166666667,8,36,19,17,44,40.37,173,4.62,7.79,362,250,57,9,6,14,60,26,25,0,1,8,40,50,40,83,92,0,0,-
8,8468309,Mark Streit,NYI,D,https://assets.nhle.com/mugs/nhl/20082009/NYI/8468309.png,https://assets.nhle.com/logos/nhl/svg/NYI_19971998-20092010_light.svg,32,markstreit,74,1866.0333333333,16,40,22,18,56,50.00,150,10.67,10.52,328,223,85,24,5,15,62,31,31,0,0,18,68,51,114,84,113,0,0,-
9,8458951,Sergei Gonchar,PIT,D,https://assets.nhle.com/mugs/nhl/20082009/PIT/8458951.png,https://assets.nhle.com/logos/nhl/svg/PIT_20062007-20152016_light.svg,55,sergeigonchar,25,630.16666666667,6,13,9,4,19,39.58,71,8.45,4.54,138,103,23,4,2,12,26,13,13,0,0,5,15,10,25,36,38,0,0,-
