,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
0,8474578,Erik Karlsson,OTT,D,https://assets.nhle.com/mugs/nhl/20152016/OTT/8474578.png,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,65,erikkarlsson,82,2375.9166666667,16,66,35,31,82,62.60,248,6.45,14.14,586,380,148,26,17,34,50,25,25,0,0,17,96,61,84,147,175,0,1,0.00
1,8470600,Ryan Suter,MIN,D,https://assets.nhle.com/mugs/nhl/20152016/MIN/8470600.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,22,ryansuter,82,2344.6166666667,8,43,21,22,51,42.50,188,4.26,8.03,402,256,99,13,10,19,30,15,15,0,0,7,41,36,69,63,142,0,0,-
2,8474563,Drew Doughty,LAK,D,https://assets.nhle.com/mugs/nhl/20152016/LAK/8474563.png,https://assets.nhle.com/logos/nhl/svg/LAK_20112012-20182019_light.svg,8,drewdoughty,82,2297.4666666667,14,37,18,19,51,48.57,197,7.11,10.54,431,304,101,13,1,20,50,25,25,0,0,14,97,10,125,155,105,0,0,-
3,8471724,Kris Letang,PIT,D,https://assets.nhle.com/mugs/nhl/20152016/PIT/8471724.png,https://assets.nhle.com/logos/nhl/svg/PIT_20062007-20152016_light.svg,58,krisletang,71,1913.1,16,51,23,28,67,62.62,218,7.34,13.56,417,271,109,21,8,20,66,33,33,0,0,22,69,47,135,143,122,0,0,-
4,8474056,P.K. Subban,MTL,D,https://assets.nhle.com/mugs/nhl/20152016/MTL/8474056.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,76,pksubban,68,1792.6333333333,6,45,22,23,51,46.79,176,3.41,7.82,378,248,60,5,7,22,75,32,30,1,1,15,106,23,102,125,77,0,0,-
5,8474565,Alex Pietrangelo,STL,D,https://assets.nhle.com/mugs/nhl/20152016/STL/8474565.png,https://assets.nhle.com/logos/nhl/svg/STL_20082009-20242025_light.svg,7,alexpietrangelo,73,1920.25,7,30,19,11,37,45.68,182,3.85,9.35,319,237,99,23,6,13,20,10,10,0,0,18,39,41,48,153,136,0,0,-
6,8470613,Brent Burns,SJS,D,https://assets.nhle.com/mugs/nhl/20152016/SJS/8470613.png,https://assets.nhle.com/logos/nhl/svg/SJS_20082009-20232024_light.svg,8,brentburns,82,2120.85,27,48,25,23,75,59.52,353,7.65,19.01,750,498,169,34,12,35,53,25,24,1,0,17,102,53,101,91,145,1,0,100.00
7,8474600,Roman Josi,NSH,D,https://assets.nhle.com/mugs/nhl/20152016/NSH/8474600.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,59,romanjosi,81,2064.2166666667,14,47,33,14,61,55.96,198,7.07,12.83,398,271,138,26,5,21,43,20,19,1,0,15,43,21,59,119,185,0,0,-
8,8470642,Shea Weber,NSH,D,https://assets.nhle.com/mugs/nhl/20152016/NSH/8470642.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,6,sheaweber,78,1979.4,20,31,17,14,51,50.00,189,10.58,12.25,380,280,85,10,4,19,27,12,11,1,0,9,39,19,169,58,160,0,0,-
9,8477499,Rasmus Ristolainen,BUF,D,https://assets.nhle.com/mugs/nhl/20152016/BUF/8477499.png,https://assets.nhle.com/logos/nhl/svg/BUF_20102011-20192020_light.svg,55,rasmusristolainen,82,2073.0166666667,9,32,15,17,41,45.56,202,4.46,8.96,396,263,89,14,10,23,33,11,9,1,1,18,48,20,139,169,137,0,0,-
