,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
30,Steve Mason,WPG,G,37,1988-05-29,Oakville,ON,CAN,CAN,76,188,2006,CBJ,3,6,69
31,Reto Berra,ANA,G,38,1987-01-03,Bulach,,CHE,CHE,76,218,2006,STL,4,13,106
32,James Reimer,FLA,G,37,1988-03-15,Morweena,MB,CAN,CAN,75,205,2006,TOR,4,6,99
33,Jonathan Bernier,COL,G,37,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,L.A,1,11,11
34,Semyon Varlamov,COL,G,37,1988-04-27,Samara,,RUS,RUS,74,206,2006,WSH,1,23,23
35,Michal Neuvirth,PHI,G,37,1988-03-23,Ústí nad Labem,,CZE,CZE,73,209,2006,WSH,2,4,34
36,Scott Darling,CAR,G,36,1988-12-22,Newport News,VA,USA,USA,78,226,2007,PHX,6,2,153
37,Antti Niemi,"FLA, MTL, PIT",G,41,1983-08-29,Vantaa,,FIN,FIN,74,209,-,-,-,-,-
38,Jacob Markstrom,VAN,G,35,1990-01-31,Gävle,,SWE,SWE,78,207,2008,FLA,2,1,31
39,Jake Allen,STL,G,35,1990-08-07,Fredericton,NB,CAN,CAN,74,195,2008,STL,2,4,34
40,Michael Hutchinson,WPG,G,35,1990-03-02,Barrie,ON,CAN,CAN,75,201,2008,BOS,3,16,77
41,Braden Holtby,WSH,G,35,1989-09-16,Lloydminster,SK,CAN,CAN,73,215,2008,WSH,4,2,93
42,Harri Sateri,FLA,G,35,1989-12-29,Toijala,,FIN,FIN,73,205,2008,S.J,4,15,106
43,Martin Jones,S.J,G,35,1990-01-10,North Vancouver,BC,CAN,CAN,76,203,-,-,-,-,-
44,Anders Nilsson,VAN,G,35,1990-03-19,Lulea,,SWE,SWE,78,232,2009,NYI,3,1,62
45,Robin Lehner,BUF,G,34,1991-07-24,Gothenburg,,SWE,SWE,76,250,2009,OTT,2,16,46
46,J-F Berube,CHI,G,34,1991-07-13,Repentigny,QC,CAN,CAN,73,177,2009,L.A,4,4,95
47,Darcy Kuemper,"ARI, L.A",G,35,1990-05-05,Saskatoon,SK,CAN,CAN,77,215,2009,MIN,6,10,161
48,Carter Hutton,STL,G,39,1985-12-19,Thunder Bay,ON,CAN,CAN,72,211,-,-,-,-,-
49,Cam Talbot,EDM,G,38,1987-07-05,Caledonia,ON,CAN,CAN,76,201,-,-,-,-,-
50,Eddie Lack,"CGY, N.J",G,37,1988-01-05,Norrtälje,,SWE,SWE,76,187,-,-,-,-,-
51,Sergei Bobrovsky,CBJ,G,36,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,-,-,-,-,-
52,Calvin Pickard,TOR,G,33,1992-04-15,Moncton,NB,CAN,CAN,73,210,2010,COL,2,19,49
53,Jack Campbell,L.A,G,33,1992-01-09,Port Huron,MI,USA,USA,75,207,2010,DAL,1,11,11
54,Scott Wedgewood,ARI,G,32,1992-08-14,Brampton,ON,CAN,CAN,74,205,2010,N.J,3,24,84
55,Philipp Grubauer,WSH,G,33,1991-11-25,Rosenheim,,DEU,DEU,73,188,2010,WSH,4,22,112
56,Louis Domingue,"ARI, T.B",G,33,1992-03-06,St-Hyacinthe,QC,CAN,CAN,75,208,2010,PHX,5,18,138
57,Petr Mrazek,"DET, PHI",G,33,1992-02-14,Ostrava,,CZE,CZE,74,188,2010,DET,5,21,141
58,Frederik Andersen,TOR,G,35,1989-10-02,Herning,,DNK,DNK,76,238,2012,ANA,3,26,87
59,Keith Kinkaid,N.J,G,36,1989-07-04,Farmingville,NY,USA,USA,74,195,-,-,-,-,-
60,Laurent Brossoit,EDM,G,32,1993-03-23,Port Alberni,BC,CAN,CAN,75,215,2011,CGY,6,13,164
61,Adam Wilcox,BUF,G,32,1992-11-26,South St. Pau,MN,USA,USA,72,189,2011,T.B,6,27,178
62,Anton Forsberg,CHI,G,32,1992-11-27,Härnösand,,SWE,SWE,75,193,2011,CBJ,7,7,188
63,John Gibson,ANA,G,32,1993-07-14,Pittsburgh,PA,USA,USA,74,210,2011,ANA,2,9,39
64,Christopher Gibson,NYI,G,32,1992-12-27,Karkkila,,FIN,FIN,74,217,2011,L.A,2,19,49
65,Maxime Lagace,VGK,G,32,1993-01-12,Saint-Augustin,QC,CAN,CAN,74,190,-,-,-,-,-
66,Oscar Dansk,VGK,G,31,1994-02-28,Stockholm,,SWE,SWE,75,204,2012,CBJ,2,1,31
67,Malcolm Subban,VGK,G,31,1993-12-21,Toronto,ON,CAN,CAN,74,215,2012,BOS,1,24,24
68,Andrei Vasilevskiy,T.B,G,31,1994-07-25,Tyumen,,RUS,RUS,76,220,2012,T.B,1,19,19
69,Matt Murray,PIT,G,31,1994-05-25,Thunder Bay,ON,CAN,CAN,77,203,2012,PIT,3,22,83
70,Jon Gillies,CGY,G,31,1994-01-22,Concord,NH,USA,USA,78,223,2012,CGY,3,14,75
71,Joonas Korpisalo,CBJ,G,31,1994-04-28,Pori,,FIN,FIN,75,193,2012,CBJ,3,1,62
72,Connor Hellebuyck,WPG,G,32,1993-05-19,Commerce,MI,USA,USA,76,216,2012,WPG,5,9,130
73,Marek Langhamer,ARI,G,31,1994-07-22,Moravska Trebova,,CZE,CZE,74,190,2012,PHX,7,3,184
74,Linus Ullmark,BUF,G,32,1993-07-31,Lugnvik,,SWE,SWE,77,212,2012,BUF,6,12,163
75,Aaron Dell,S.J,G,36,1989-05-04,Airdrie,AB,CAN,CAN,72,213,-,-,-,-,-
76,Andrew Hammond,COL,G,37,1988-02-11,Surrey,BC,CAN,CAN,74,215,-,-,-,-,-
77,Jared Coreau,DET,G,33,1991-11-05,Perth,ON,CAN,CAN,78,214,-,-,-,-,-
78,Mike Condon,OTT,G,35,1990-04-27,Holliston,MA,USA,USA,74,195,-,-,-,-,-
79,Antti Raanta,ARI,G,36,1989-05-12,Rauma,,FIN,FIN,72,195,-,-,-,-,-
80,Juuse Saros,NSH,G,30,1995-04-19,Forssa,,FIN,FIN,71,180,2013,NSH,4,8,99
81,Tristan Jarry,PIT,G,30,1995-04-29,Surrey,BC,CAN,CAN,74,194,2013,PIT,2,14,44
82,Eric Comrie,WPG,G,30,1995-07-06,Edmonton,AB,CAN,CAN,73,183,2013,WPG,2,29,59
83,Thatcher Demko,VAN,G,29,1995-12-08,San Diego,CA,USA,USA,76,192,2014,VAN,2,6,36
84,Brandon Halverson,NYR,G,29,1996-03-29,Traverse City,MI,USA,USA,76,210,2014,NYR,2,29,59
85,Adin Hill,ARI,G,29,1996-05-11,Comox,BC,CAN,CAN,76,215,2015,ARI,3,15,76
86,Ken Appleby,N.J,G,30,1995-04-10,North Bay,ON,CAN,CAN,77,210,-,-,-,-,-
87,Scott Foster,CHI,G,-,-,-,-,-,-,-,-,-,-,-,-,-
88,Casey DeSmith,PIT,G,34,1991-08-13,Rochester,NH,USA,USA,72,181,-,-,-,-,-
89,Charlie Lindgren,MTL,G,31,1993-12-18,Lakeville,MN,USA,USA,74,179,-,-,-,-,-
90,Alex Lyon,PHI,G,32,1992-12-09,Baudette,MN,USA,USA,73,201,-,-,-,-,-
91,David Rittich,CGY,G,32,1992-08-19,Jihlava,,CZE,CZE,76,205,-,-,-,-,-
92,Dylan Ferguson,VGK,G,26,1998-09-20,Lantzville,BC,CAN,CAN,74,194,2017,DAL,7,8,194
93,Alexandar Georgiev,NYR,G,29,1996-02-10,Moscow,,RUS,RUS,73,178,-,-,-,-,-
94,Collin Delia,CHI,G,31,1994-06-20,Rancho Cucamonga,CA,USA,USA,74,208,-,-,-,-,-
