,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
0,Roberto Luongo,FLA,35,1965.9666666667,1142,1061,81,0.929,2.47,19.22,94.18,295,252,43,0.854,1.31,11.17,277,253,24,0.913,0.73,0.88,491,477,14,0.971,0.43,3.72,58,117,38.75,21.37
1,Craig Anderson,OTT,58,3230.5333333333,1768,1588,180,0.898,3.34,-24.84,147.27,456,361,95,0.792,1.76,-11.27,438,385,53,0.879,0.98,-13.65,761,729,32,0.958,0.59,-4.54,71,193,37.93,23.62
2,Ryan Miller,ANA,28,1353.2666666667,739,686,53,0.928,2.35,11.85,66.44,205,177,28,0.863,1.24,9.64,203,187,16,0.921,0.71,2.24,293,284,9,0.969,0.4,1.57,37,77,36.12,23.81
3,Henrik Lundqvist,NYR,63,3502.5,2037,1863,174,0.915,2.98,4.76,173.99,550,464,86,0.844,1.47,15.0,531,471,60,0.887,1.03,-12.3,846,818,28,0.967,0.48,2.53,90,200,36.09,24.06
4,Peter Budaj,T.B,8,430.4,217,190,27,0.876,3.76,-7.96,17.6,56,39,17,0.696,2.37,-6.72,60,52,8,0.867,1.12,-2.61,92,90,2,0.978,0.28,1.32,11,18,35.11,20.96
5,Mike Smith,CGY,55,3190.6,1686,1545,141,0.916,2.65,6.96,149.92,447,370,77,0.828,1.45,5.08,463,432,31,0.933,0.58,10.59,687,656,31,0.955,0.58,-6.21,103,174,36.08,27.47
6,Mike McKenna,DAL,2,101.33333333333,50,45,5,0.9,2.96,-0.61,4.23,14,9,5,0.643,2.96,-2.43,13,13,0,1.000,0.0,1.17,20,20,0,1.000,0.0,0.72,0,4,35.84,11.60
7,Kari Lehtonen,DAL,37,1944.3,946,863,83,0.912,2.56,0.02,78.1,213,175,38,0.822,1.17,1.11,254,224,30,0.882,0.93,-7.18,414,399,15,0.964,0.46,-0.06,40,99,39.32,25.49
8,Curtis McElhinney,TOR,18,959.11666666667,528,493,35,0.934,2.19,11.34,44.49,131,114,17,0.87,1.06,7.06,143,133,10,0.930,0.63,2.85,233,225,8,0.966,0.5,0.41,17,34,36.83,22.57
9,Cam Ward,CAR,43,2459.3333333333,1187,1075,112,0.906,2.73,-7.83,101.34,309,249,60,0.806,1.46,-3.26,275,247,28,0.898,0.68,-3.3,536,514,22,0.959,0.54,-2.66,54,134,38.28,24.12
10,Marc-Andre Fleury,VGK,46,2633.4,1376,1276,100,0.927,2.28,20.76,111.1,358,297,61,0.83,1.39,4.74,382,357,25,0.935,0.57,9.32,555,542,13,0.977,0.3,7.03,77,139,36.78,21.22
11,Corey Crawford,CHI,28,1583.5,842,782,60,0.929,2.27,13.89,75.14,250,215,35,0.86,1.33,10.91,187,174,13,0.930,0.49,3.8,373,361,12,0.968,0.45,1.46,39,86,34.28,21.07
12,Jimmy Howard,DET,60,3367.6166666667,1770,1610,160,0.91,2.85,-4.67,151.49,446,358,88,0.803,1.57,-6.1,506,464,42,0.917,0.75,3.46,729,699,30,0.959,0.53,-3.69,81,181,36.63,23.69
13,Jaroslav Halak,NYI,54,3004.05,1744,1583,161,0.908,3.22,-7.95,147.87,520,423,97,0.813,1.94,-1.51,502,469,33,0.934,0.66,12.1,658,628,30,0.954,0.6,-6.26,84,150,34.65,23.42
14,Brian Elliott,PHI,43,2502.0,1228,1116,112,0.909,2.69,-4.23,107.92,314,252,62,0.803,1.49,-4.34,324,295,29,0.910,0.7,0.11,533,513,20,0.962,0.48,-0.77,77,154,36.18,23.00
15,Al Montoya,"EDM, MTL",13,691.73333333333,346,309,37,0.893,3.21,-6.64,30.15,95,76,19,0.8,1.65,-1.56,100,89,11,0.890,0.95,-2.02,135,128,7,0.948,0.61,-2.13,19,43,35.76,23.81
16,Devan Dubnyk,MIN,60,3450.3166666667,1769,1624,145,0.918,2.52,10.24,129.34,386,317,69,0.821,1.2,1.88,382,341,41,0.893,0.71,-6.68,904,869,35,0.961,0.61,-2.38,60,165,39.55,24.63
17,Cory Schneider,N.J,40,2292.25,1228,1114,114,0.907,2.98,-6.23,108.47,322,263,59,0.817,1.54,0.13,369,332,37,0.900,0.97,-3.85,480,463,17,0.965,0.44,0.32,56,109,36.17,24.80
18,Jeff Glass,CHI,15,820.9,452,406,46,0.898,3.36,-6.33,42.57,144,121,23,0.84,1.68,3.44,131,115,16,0.878,1.17,-4.23,154,147,7,0.955,0.51,-1.44,33,47,33.4,22.50
19,Thomas Greiss,NYI,27,1491.75,879,784,95,0.892,3.82,-17.86,73.79,222,165,57,0.743,2.29,-16.23,255,229,26,0.898,1.05,-3.09,366,354,12,0.967,0.48,1.21,37,87,36.05,21.75
20,Anton Khudobin,BOS,31,1780.7166666667,876,800,76,0.913,2.56,0.88,74.12,237,193,44,0.814,1.48,-0.48,236,215,21,0.911,0.71,0.2,349,338,11,0.968,0.37,1.59,48,88,37.08,22.33
21,Daniel Taylor,OTT,1,58.483333333333,34,30,4,0.882,4.1,-1.02,2.45,6,5,1,0.833,1.03,0.1,17,14,3,0.824,3.08,-1.47,9,9,0,1.000,0.0,0.32,3,0,36.15,24.75
22,Pekka Rinne,NSH,59,3475.45,1841,1707,134,0.927,2.31,27.56,148.76,469,397,72,0.846,1.24,14.12,477,446,31,0.935,0.54,11.85,786,758,28,0.964,0.48,0.36,104,161,37.38,27.24
23,Carey Price,MTL,49,2834.6166666667,1487,1339,148,0.9,3.13,-17.5,118.11,342,260,82,0.76,1.74,-19.2,376,338,38,0.899,0.8,-4.22,680,652,28,0.959,0.59,-3.46,82,138,38.59,21.42
24,Tuukka Rask,BOS,54,3173.0833333333,1514,1389,125,0.917,2.36,7.87,121.71,406,338,68,0.833,1.29,6.55,397,363,34,0.914,0.64,1.66,615,593,22,0.964,0.42,0.19,99,120,38.36,25.17
25,Ondrej Pavelec,NYR,19,903.7,510,464,46,0.91,3.05,-1.24,47.24,157,129,28,0.822,1.86,0.83,124,110,14,0.887,0.93,-2.86,203,200,3,0.985,0.2,4.33,25,53,34.58,20.87
26,Jonathan Quick,L.A,64,3677.0833333333,1867,1720,147,0.921,2.4,16.85,171.26,503,421,82,0.837,1.34,10.36,457,425,32,0.930,0.52,9.05,783,752,31,0.960,0.51,-2.75,90,223,36.96,24.73
27,Ben Bishop,DAL,53,2886.8333333333,1436,1316,120,0.916,2.49,6.02,122.49,346,296,50,0.855,1.04,13.54,395,352,43,0.891,0.89,-7.52,606,579,27,0.955,0.56,-5.13,75,159,38.69,24.58
28,Alex Stalock,MIN,28,1495.2666666667,787,716,71,0.91,2.85,-1.93,63.0,169,131,38,0.775,1.52,-6.97,213,192,21,0.901,0.84,-1.87,369,357,12,0.967,0.48,1.32,27,70,38.74,23.14
29,Chad Johnson,BUF,36,1773.5333333333,963,858,105,0.891,3.55,-20.49,77.71,256,192,64,0.75,2.17,-16.99,222,199,23,0.896,0.78,-3.06,440,422,18,0.959,0.61,-2.12,43,72,36.69,21.52
30,Steve Mason,WPG,13,684.88333333333,392,355,37,0.906,3.24,-2.6,33.66,113,95,18,0.841,1.58,2.75,97,86,11,0.887,0.96,-2.29,166,158,8,0.952,0.7,-2.01,16,39,35.26,20.89
31,Reto Berra,ANA,5,181.95,95,88,7,0.926,2.31,1.34,9.25,22,19,3,0.864,0.99,1.04,24,23,1,0.958,0.33,1.16,43,40,3,0.930,0.99,-1.45,6,9,35.4,23.29
32,James Reimer,FLA,44,2411.4166666667,1373,1253,120,0.913,2.99,0.49,118.84,370,296,74,0.8,1.84,-6.06,350,319,31,0.911,0.77,0.44,573,558,15,0.974,0.37,5.68,52,140,36.52,21.77
33,Jonathan Bernier,COL,37,2001.3833333333,1093,998,95,0.913,2.85,0.92,87.08,243,191,52,0.786,1.56,-7.38,277,250,27,0.903,0.81,-2.12,514,498,16,0.969,0.48,2.55,38,132,38.44,24.64
